,0,1,2,3,4,5,6
7191,吹,06713377n,blowing_up,blowing_up%1:10:00::,NOUN,bn:00009993n,False
7192,吹,01902783v,float,float%2:38:00::,VERB,bn:00083195v,False
7193,吹,01902783v,drift,drift%2:38:02::,VERB,bn:00083195v,False
7194,吹,01902783v,be_adrift,be_adrift%2:38:00::,VERB,bn:00083195v,False
7195,吹,00007012v,blow,blow%2:29:00::,VERB,bn:00083652v,False
7196,吹,02769241v,blow,blow%2:43:00::,VERB,bn:00083653v,False
7197,吹,01902783v,blow,blow%2:38:00::,VERB,bn:00083195v,False
7198,吹,02135877v,blow,blow%2:39:01::,VERB,bn:00083655v,False
7199,吹,02178340v,blow,blow%2:39:05::,VERB,bn:00083659v,False
7200,吹,02135727v,blow,blow%2:39:00::,VERB,bn:00083660v,False
7201,吹,02101046v,blow,blow%2:38:09::,VERB,bn:00083662v,False
7202,煩,01787955v,annoy,annoy%2:37:00::,VERB,bn:00082641v,False
7203,煩,01787955v,rag,rag%2:37:01::,VERB,bn:00082641v,False
7204,煩,01787955v,get_to,get_to%2:37:00::,VERB,bn:00082641v,False
7205,煩,01787955v,bother,bother%2:37:00::,VERB,bn:00082641v,False
7206,煩,01787955v,get_at,get_at%2:37:00::,VERB,bn:00082641v,False
7207,煩,01787955v,irritate,irritate%2:37:00::,VERB,bn:00082641v,False
7208,煩,01787955v,rile,rile%2:37:00::,VERB,bn:00082641v,False
7209,煩,01787955v,nark,nark%2:37:00::,VERB,bn:00082641v,False
7210,煩,01787955v,nettle,nettle%2:37:00::,VERB,bn:00082641v,False
7211,煩,01787955v,gravel,gravel%2:37:00::,VERB,bn:00082641v,False
7212,煩,01787955v,vex,vex%2:37:00::,VERB,bn:00082641v,False
7213,煩,01787955v,chafe,chafe%2:37:00::,VERB,bn:00082641v,False
7214,煩,01787955v,devil,devil%2:37:00::,VERB,bn:00082641v,False
7215,冬,15237782n,winter,winter%1:28:00::,NOUN,bn:00081370n,True
7216,冬,15237782n,wintertime,wintertime%1:28:00::,NOUN,bn:00081370n,False
7217,調,09586231n,Tiu,tiu%1:18:00::,NOUN,bn:00077422n,False
7218,調,06863751n,key,key%1:10:00::,NOUN,bn:00048988n,False
7219,調,06863751n,tonality,tonality%1:10:00::,NOUN,bn:00048988n,False
7220,理論,05989479n,theory,theory%1:09:00::,NOUN,bn:00076834n,True
7221,理論,05888929n,hypothesis,hypothesis%1:09:00::,NOUN,bn:00045632n,True
7222,理論,05888929n,possibility,possibility%1:09:00::,NOUN,bn:00045632n,False
7223,理論,05888929n,theory,theory%1:09:01::,NOUN,bn:00045632n,False
7224,理論,02599939a,academic,academic%3:01:00::,ADJ,bn:00096228a,False
7225,理論,00862718a,academic,academic%5:00:00:theoretical:01,ADJ,bn:00096229a,False
7226,理論,00862526a,abstract,abstract%5:00:00:theoretical:01,ADJ,bn:00096214a,False
7227,保險,14539826n,indemnity,indemnity%1:26:01::,NOUN,bn:00046396n,False
7228,保險,13344804n,insurance,insurance%1:21:02::,NOUN,bn:00046996n,True
7229,保險,14538472n,safety,safety%1:26:00::,NOUN,bn:00068799n,True
7230,保險,03464467n,guard,guard%1:06:00::,NOUN,bn:00042045n,False
7231,保險,14539826n,insurance,insurance%1:26:00::,NOUN,bn:00046396n,False
7232,保險,03464467n,safety,safety%1:06:00::,NOUN,bn:00042045n,False
7233,保險,03464467n,safety_device,safety_device%1:06:00::,NOUN,bn:00042045n,False
7234,保險,02057829a,safe,safe%3:00:01::,ADJ,bn:00110046a,False
7235,獎,13268146n,prize,prize%1:21:00::,NOUN,bn:00007497n,True
7236,獎,06696483n,award,award%1:10:00::,NOUN,bn:00000704n,False
7237,獎,06696483n,accolade,accolade%1:10:00::,NOUN,bn:00000704n,False
7238,獎,06696483n,honor,honor%1:10:00::,NOUN,bn:00000704n,False
7239,獎,06696483n,honour,honour%1:10:00::,NOUN,bn:00000704n,False
7240,獎,06696483n,laurels,laurels%1:10:00::,NOUN,bn:00000704n,False
7241,獎,13268146n,award,award%1:21:00::,NOUN,bn:00007497n,False
7242,建立,08053576n,institution,institution%1:14:00::,NOUN,bn:00031641n,False
7243,建立,08053576n,establishment,establishment%1:14:00::,NOUN,bn:00031641n,True
7244,建立,01661243v,erect,erect%2:36:00::,VERB,bn:00087714v,False
7245,建立,02427103v,establish,establish%2:41:00::,VERB,bn:00087732v,False
7246,建立,02427103v,set_up,set_up%2:41:02::,VERB,bn:00087732v,False
7247,建立,02427103v,found,found%2:41:00::,VERB,bn:00087732v,False
7248,建立,02427103v,launch,launch%2:41:01::,VERB,bn:00087732v,False
7249,建立,01753788v,create,create%2:36:02::,VERB,bn:00086009v,False
7250,建立,01661243v,raise,raise%2:36:02::,VERB,bn:00087714v,False
7251,建立,01661243v,rear,rear%2:36:00::,VERB,bn:00087714v,False
7252,建立,01661243v,set_up,set_up%2:36:01::,VERB,bn:00087714v,False
7253,建立,01661243v,put_up,put_up%2:36:00::,VERB,bn:00087714v,False
7254,建立,01635146a,established,established%3:00:00::,ADJ,bn:00100334a,False
7255,建立,01635146a,constituted,constituted%3:00:00::,ADJ,bn:00100334a,False
7256,鼠,02368399n,abrocome,abrocome%1:05:00::,NOUN,bn:00000400n,False
7257,鼠,02368399n,chinchilla_rat,chinchilla_rat%1:05:00::,NOUN,bn:00000400n,False
7258,鼠,02330245n,mouse,mouse%1:05:00::,NOUN,bn:00056119n,True
7259,鼠,02331842n,murine,murine%1:05:00::,NOUN,bn:00056353n,False
7260,鼠,02330830n,Muroidea,muroidea%1:05:00::,NOUN,bn:00056357n,False
7261,鼠,02331046n,rat,rat%1:05:00::,NOUN,bn:00066217n,False
7262,鼠,02368399n,rat_chinchilla,rat_chinchilla%1:05:00::,NOUN,bn:00000400n,False
7263,鼠,02330830n,superfamily_Muroidea,superfamily_muroidea%1:05:00::,NOUN,bn:00056357n,False
7264,鍵盤,03085013n,computer_keyboard,computer_keyboard%1:06:00::,NOUN,bn:00021482n,True
7265,鍵盤,03614007n,keyboard,keyboard%1:06:01::,NOUN,bn:00049005n,True
7266,鍵盤,03928814n,piano_keyboard,piano_keyboard%1:06:00::,NOUN,bn:00019614n,False
7267,鍵盤,03928814n,fingerboard,fingerboard%1:06:01::,NOUN,bn:00019614n,False
7268,鍵盤,03928814n,clavier,clavier%1:06:00::,NOUN,bn:00019614n,False
7269,鍵盤,03614532n,keyboard_instrument,keyboard_instrument%1:06:00::,NOUN,bn:00049008n,False
7270,鍵盤,10229883n,keyboardist,keyboardist%1:18:00::,NOUN,bn:00049009n,False
7271,鍵盤,03085013n,keypad,keypad%1:06:00::,NOUN,bn:00021482n,False
7272,罰,01160342n,punishment,punishment%1:04:00::,NOUN,bn:00061325n,True
7273,罰,01160342n,penalty,penalty%1:04:00::,NOUN,bn:00061325n,False
7274,罰,01160342n,penalization,penalization%1:04:00::,NOUN,bn:00061325n,False
7275,罰,01160342n,penalisation,penalisation%1:04:00::,NOUN,bn:00061325n,False
7276,世,15248269n,epoch,epoch%1:28:01::,NOUN,bn:00031262n,False
7277,回顧,00897811n,review,review%1:04:01::,NOUN,bn:00013506n,False
7278,回顧,00897811n,brushup,brushup%1:04:00::,NOUN,bn:00013506n,False
7279,回顧,06410391n,review,review%1:10:01::,NOUN,bn:00023864n,True
7280,回顧,06410391n,critique,critique%1:10:00::,NOUN,bn:00023864n,False
7281,回顧,06410391n,critical_review,critical_review%1:10:00::,NOUN,bn:00023864n,False
7282,回顧,05788029n,retrospect,retrospect%1:09:00::,NOUN,bn:00067487n,False
7283,回顧,06410391n,review_article,review_article%1:10:00::,NOUN,bn:00023864n,False
7284,回顧,02132099v,look_back,look_back%2:39:00::,VERB,bn:00090457v,False
7285,回顧,02132099v,look_backward,look_backward%2:39:00::,VERB,bn:00090457v,False
7286,回顧,00696414v,review,review%2:31:01::,VERB,bn:00090458v,False
7287,回顧,00696414v,look_back,look_back%2:31:00::,VERB,bn:00090458v,False
7288,回顧,00696414v,retrospect,retrospect%2:31:00::,VERB,bn:00090458v,False
7289,擴展,00365709n,expansion,expansion%1:04:00::,NOUN,bn:00030922n,False
7290,擴展,00365709n,enlargement,enlargement%1:04:00::,NOUN,bn:00030922n,False
7291,擴展,00367768n,extension,extension%1:04:02::,NOUN,bn:00032412n,False
7292,擴展,00407270n,widening,widening%1:04:00::,NOUN,bn:00013247n,False
7293,擴展,00407270n,broadening,broadening%1:04:01::,NOUN,bn:00013247n,False
7294,擴展,13574804n,widening,widening%1:22:00::,NOUN,bn:00013249n,False
7295,擴展,13574804n,broadening,broadening%1:22:00::,NOUN,bn:00013249n,False
7296,壹,13742573n,one,one%1:23:00::,NOUN,bn:00000005n,False
7297,壹,13742573n,1,1%1:23:00::,NOUN,bn:00000005n,True
7298,壹,13742573n,I,i%1:23:00::,NOUN,bn:00000005n,False
7299,壹,13742573n,ace,ace%1:23:00::,NOUN,bn:00000005n,False
7300,壹,13742573n,single,single%1:23:00::,NOUN,bn:00000005n,False
7301,壹,13742573n,unity,unity%1:23:00::,NOUN,bn:00000005n,False
7302,占,06750154n,prophecy,prophecy%1:10:00::,NOUN,bn:00027890n,False
7303,占,06750154n,divination,divination%1:10:00::,NOUN,bn:00027890n,False
7304,占,02607432v,account,account%2:42:01::,VERB,bn:00082231v,False
7305,占,02267989v,take,take%2:40:06::,VERB,bn:00091131v,False
7306,占,02267989v,occupy,occupy%2:40:08::,VERB,bn:00091131v,False
7307,占,02267989v,use_up,use_up%2:40:02::,VERB,bn:00091131v,False
7308,本,09218641n,ben,ben%1:17:00::,NOUN,bn:00009842n,False
7309,嗚,14659922n,ununhexium,ununhexium%1:27:00::,NOUN,bn:00006842n,False
7310,嗚,14659922n,Uuh,uuh%1:27:00::,NOUN,bn:00006842n,False
7311,嗚,14659922n,element_116,element_116%1:27:00::,NOUN,bn:00006842n,False
7312,嗚,14659922n,atomic_number_116,atomic_number_116%1:27:00::,NOUN,bn:00006842n,False
7313,夢,05768553n,dream,dream%1:09:01::,NOUN,bn:00028658n,True
7314,夢,07516222n,languor,languor%1:12:00::,NOUN,bn:00028666n,False
7315,夢,07516222n,dreaminess,dreaminess%1:12:00::,NOUN,bn:00028666n,False
7316,夢,05768553n,dreaming,dreaming%1:09:00::,NOUN,bn:00028658n,False
7317,夢,02118242v,dream,dream%2:39:00::,VERB,bn:00087285v,False
7318,夢,02771079a,oneiric,oneiric%3:01:00::,ADJ,bn:00107867a,False
7319,涉,11369676n,Wade,wade%1:18:00::,NOUN,bn:00080064n,False
7320,涉,11369676n,Virginia_Wade,virginia_wade%1:18:00::,NOUN,bn:00080064n,False
7321,鎖,03363749n,flintlock,flintlock%1:06:01::,NOUN,bn:00034695n,False
7322,鎖,03363749n,firelock,firelock%1:06:00::,NOUN,bn:00034695n,False
7323,鎖,03682487n,lock,lock%1:06:00::,NOUN,bn:00051771n,True
7324,鎖,03683079n,lock_chamber,lock_chamber%1:06:00::,NOUN,bn:00051773n,False
7325,鎖,03684611n,lockstitch,lockstitch%1:06:00::,NOUN,bn:00051794n,False
7326,鎖,03683079n,lock,lock%1:06:02::,NOUN,bn:00051773n,False
7327,鎖,01348174v,lock,lock%2:35:00::,VERB,bn:00090427v,False
7328,動,03002724a,motional,motional%3:01:00::,ADJ,bn:00106965a,False
7329,牙,13565781n,dentition,dentition%1:22:00::,NOUN,bn:00026293n,False
7330,牙,02661317n,Paralichthys,paralichthys%1:05:00::,NOUN,bn:00039014n,False
7331,牙,02661317n,genus_Paralichthys,genus_paralichthys%1:05:00::,NOUN,bn:00039014n,False
7332,牙,13565781n,teething,teething%1:22:00::,NOUN,bn:00026293n,False
7333,牙,13565781n,odontiasis,odontiasis%1:22:00::,NOUN,bn:00026293n,False
7334,牙,05282746n,tooth,tooth%1:08:00::,NOUN,bn:00077593n,True
7335,牙,04453037n,tooth,tooth%1:06:02::,NOUN,bn:00077597n,False
7336,解決,01135952n,administration,administration%1:04:00::,NOUN,bn:00001422n,True
7337,解決,04177820n,settle,settle%1:06:00::,NOUN,bn:00070720n,False
7338,解決,01135952n,disposal,disposal%1:04:02::,NOUN,bn:00001422n,False
7339,解決,05782884n,resolution,resolution%1:09:00::,NOUN,bn:00067340n,False
7340,解決,05782884n,resolving,resolving%1:09:00::,NOUN,bn:00067340n,False
7341,解決,04177820n,settee,settee%1:06:01::,NOUN,bn:00070720n,False
7342,解決,07362218n,settling,settling%1:11:00::,NOUN,bn:00070730n,False
7343,解決,07362218n,subsiding,subsiding%1:11:00::,NOUN,bn:00070730n,False
7344,解決,07177437n,accommodation,accommodation%1:10:02::,NOUN,bn:00000707n,False
7345,解決,07362218n,subsidence,subsidence%1:11:00::,NOUN,bn:00070730n,False
7346,解決,00634906v,solve,solve%2:31:00::,VERB,bn:00088162v,False
7347,解決,02611106v,work_out,work_out%2:42:00::,VERB,bn:00095827v,False
7348,解決,00636279v,answer,answer%2:31:00::,VERB,bn:00082648v,False
7349,解決,00635523v,answer,answer%2:31:03::,VERB,bn:00082649v,False
7350,解決,00635523v,resolve,resolve%2:31:04::,VERB,bn:00082649v,False
7351,解決,00634906v,work_out,work_out%2:31:04::,VERB,bn:00088162v,False
7352,解決,00634906v,figure_out,figure_out%2:31:00::,VERB,bn:00088162v,False
7353,解決,00634906v,puzzle_out,puzzle_out%2:31:00::,VERB,bn:00088162v,False
7354,解決,00698855v,decide,decide%2:31:01::,VERB,bn:00082354v,False
7355,解決,00698855v,settle,settle%2:31:00::,VERB,bn:00082354v,False
7356,解決,00698855v,resolve,resolve%2:31:01::,VERB,bn:00082354v,False
7357,解決,00698855v,adjudicate,adjudicate%2:31:00::,VERB,bn:00082354v,False
7358,解決,00634906v,lick,lick%2:31:00::,VERB,bn:00088162v,False
7359,解決,00764032v,settle,settle%2:32:01::,VERB,bn:00093541v,False
7360,解決,00634906v,work,work%2:31:13::,VERB,bn:00088162v,False
7361,解決,02129259a,settled,settled%3:00:02::,ADJ,bn:00110464a,False
7362,解決,02267012a,solved,solved%3:00:00::,ADJ,bn:00109732a,False
7363,解決,02267012a,resolved,resolved%3:00:04::,ADJ,bn:00109732a,False
7364,矩,02967170n,carpenter's_square,carpenter's_square%1:06:00::,NOUN,bn:00016199n,False
7365,矩,11519702n,torsion,torsion%1:19:00::,NOUN,bn:00077679n,False
7366,矩,11519702n,torque,torque%1:19:00::,NOUN,bn:00077679n,False
7367,矩,06022509n,moment,moment%1:09:00::,NOUN,bn:00055597n,False
7368,陰,14524198n,cloudiness,cloudiness%1:26:00::,NOUN,bn:00020010n,False
7369,陰,14524198n,cloud_cover,cloud_cover%1:26:00::,NOUN,bn:00020010n,False
7370,陰,14524198n,overcast,overcast%1:26:00::,NOUN,bn:00020010n,False
7371,陰,05915584n,yin,yin%1:09:00::,NOUN,bn:00081917n,False
7372,陰,13984468n,cloudiness,cloudiness%1:26:01::,NOUN,bn:00020013n,False
7373,陰,13984468n,overcast,overcast%1:26:01::,NOUN,bn:00020013n,False
7374,封閉,00321956n,enclosure,enclosure%1:04:00::,NOUN,bn:00030692n,False
7375,封閉,00321956n,enclosing,enclosing%1:04:00::,NOUN,bn:00030692n,False
7376,封閉,00321956n,envelopment,envelopment%1:04:00::,NOUN,bn:00030692n,False
7377,封閉,00321956n,inclosure,inclosure%1:04:00::,NOUN,bn:00030692n,False
7378,封閉,02711721v,box_in,box_in%2:42:00::,VERB,bn:00083852v,False
7379,封閉,02711721v,box_up,box_up%2:42:00::,VERB,bn:00083852v,False
7380,封閉,01354006v,seal,seal%2:35:03::,VERB,bn:00093405v,False
7381,封閉,01354006v,seal_off,seal_off%2:35:00::,VERB,bn:00093405v,False
7382,封閉,02086667a,sealed,sealed%3:00:01::,ADJ,bn:00110217a,False
7383,封閉,01986349a,closed,closed%5:00:00:unreceptive:00,ADJ,bn:00099883a,False
7384,封閉,01986349a,unsympathetic,unsympathetic%5:00:00:unreceptive:00,ADJ,bn:00099883a,False
7385,墨,14917080n,India_ink,india_ink%1:27:00::,NOUN,bn:00028644n,False
7386,墨,14917080n,drawing_ink,drawing_ink%1:27:00::,NOUN,bn:00028644n,False
7387,肥,05268965n,adipose_tissue,adipose_tissue%1:08:00::,NOUN,bn:00001386n,False
7388,肥,14854847n,droppings,droppings%1:27:00::,NOUN,bn:00028852n,False
7389,肥,14854847n,dung,dung%1:27:00::,NOUN,bn:00028852n,False
7390,肥,05000342n,fleshiness,fleshiness%1:07:00::,NOUN,bn:00022824n,False
7391,肥,05000342n,obesity,obesity%1:07:00::,NOUN,bn:00022824n,False
7392,肥,05000342n,corpulency,corpulency%1:07:00::,NOUN,bn:00022824n,False
7393,肥,05268965n,fat,fat%1:08:00::,NOUN,bn:00001386n,False
7394,肥,05268965n,fatty_tissue,fatty_tissue%1:08:00::,NOUN,bn:00001386n,False
7395,肥,14854847n,muck,muck%1:27:01::,NOUN,bn:00028852n,False
7396,肥,00986027a,fat,fat%3:00:01::,ADJ,bn:00102820a,False
7397,台灣,06940701n,Formosan,formosan%1:10:00::,NOUN,bn:00035959n,False
7398,台灣,08730354n,Taiwan,taiwan%1:15:01::,NOUN,bn:00035958n,False
7399,台灣,08730354n,Formosa,formosa%1:15:00::,NOUN,bn:00035958n,False
7400,台灣,08730550n,Taiwan,taiwan%1:15:00::,NOUN,bn:00018432n,False
7401,台灣,08730550n,China,china%1:15:01::,NOUN,bn:00018432n,False
7402,台灣,08730550n,Nationalist_China,nationalist_china%1:15:00::,NOUN,bn:00018432n,False
7403,台灣,08730550n,Republic_of_China,republic_of_china%1:15:00::,NOUN,bn:00018432n,False
7404,台灣,03122400a,Taiwanese,taiwanese%3:01:00::,ADJ,bn:00099615a,False
7405,台灣,03122400a,Chinese,chinese%3:01:01::,ADJ,bn:00099615a,False
7406,台灣,03122400a,Formosan,formosan%3:01:00::,ADJ,bn:00099615a,False
7407,渡過,02623194v,bridge,bridge%2:42:00::,VERB,bn:00084042v,False
7408,渡過,02623346v,bridge_over,bridge_over%2:42:01::,VERB,bn:00084045v,False
7409,渡過,02050132v,pass,pass%2:38:00::,VERB,bn:00088932v,False
7410,渡過,02623346v,tide_over,tide_over%2:42:00::,VERB,bn:00084045v,False
7411,渡過,02623194v,bridge_over,bridge_over%2:42:00::,VERB,bn:00084042v,False
7412,渡過,02050132v,go_through,go_through%2:38:00::,VERB,bn:00088932v,False
7413,渡過,02050132v,go_across,go_across%2:38:00::,VERB,bn:00088932v,False
7414,渡過,02623346v,keep_going,keep_going%2:42:00::,VERB,bn:00084045v,False
7415,渡過,01949218v,ferry,ferry%2:38:00::,VERB,bn:00088131v,False
7416,排出,13466586n,discharge,discharge%1:22:00::,NOUN,bn:00027474n,False
7417,排出,13466586n,emission,emission%1:22:01::,NOUN,bn:00027474n,False
7418,排出,13466586n,expelling,expelling%1:22:00::,NOUN,bn:00027474n,False
7419,排出,02066757v,transpire,transpire%2:38:00::,VERB,bn:00095115v,False
7420,排出,02066757v,transpirate,transpirate%2:38:00::,VERB,bn:00095115v,False
7421,灘,09217230n,beach,beach%1:17:00::,NOUN,bn:00009263n,True
7422,牌,00488225n,card_game,card_game%1:04:00::,NOUN,bn:00015923n,False
7423,牌,04217882n,signboard,signboard%1:06:00::,NOUN,bn:00071526n,False
7424,牌,06845599n,trade_name,trade_name%1:10:00::,NOUN,bn:00012758n,False
7425,牌,06845599n,brand_name,brand_name%1:10:00::,NOUN,bn:00012758n,False
7426,牌,06845599n,brand,brand%1:10:00::,NOUN,bn:00012758n,True
7427,牌,00488225n,cards,cards%1:04:00::,NOUN,bn:00015923n,False
7428,牌,06845599n,marque,marque%1:10:00::,NOUN,bn:00012758n,False
7429,牌,04217882n,sign,sign%1:06:01::,NOUN,bn:00071526n,False
7430,季,15236475n,season,season%1:28:00::,NOUN,bn:00070057n,True
7431,季,15236475n,time_of_year,time_of_year%1:28:00::,NOUN,bn:00070057n,False
7432,無聲,14400507n,aphonia,aphonia%1:26:00::,NOUN,bn:00004882n,False
7433,無聲,13925550n,silence,silence%1:26:00::,NOUN,bn:00071571n,False
7434,無聲,14400507n,voicelessness,voicelessness%1:26:00::,NOUN,bn:00004882n,False
7435,無聲,02286294a,unvoiced,unvoiced%3:00:00::,ADJ,bn:00103939a,False
7436,無聲,02286294a,voiceless,voiceless%3:00:04::,ADJ,bn:00103939a,False
7437,無聲,02286294a,surd,surd%3:00:00::,ADJ,bn:00103939a,False
7438,無聲,02286294a,hard,hard%3:00:00::,ADJ,bn:00103939a,False
7439,無聲,02011445a,dead,dead%5:00:00:unreverberant:00,ADJ,bn:00100954a,False
7440,操,01426397v,sleep_together,sleep_together%2:35:00::,VERB,bn:00083081v,False
7441,操,01426397v,roll_in_the_hay,roll_in_the_hay%2:35:00::,VERB,bn:00083081v,False
7442,操,01426397v,love,love%2:35:00::,VERB,bn:00083081v,False
7443,操,01426397v,make_out,make_out%2:35:00::,VERB,bn:00083081v,False
7444,操,01426397v,make_love,make_love%2:35:00::,VERB,bn:00083081v,False
7445,操,01426397v,sleep_with,sleep_with%2:35:00::,VERB,bn:00083081v,False
7446,操,01426397v,get_laid,get_laid%2:35:00::,VERB,bn:00083081v,False
7447,操,01426397v,have_sex,have_sex%2:35:00::,VERB,bn:00083081v,False
7448,操,01426397v,know,know%2:35:00::,VERB,bn:00083081v,False
7449,操,01426397v,do_it,do_it%2:35:00::,VERB,bn:00083081v,False
7450,操,01426397v,be_intimate,be_intimate%2:35:00::,VERB,bn:00083081v,False
7451,操,01426397v,have_intercourse,have_intercourse%2:35:00::,VERB,bn:00083081v,False
7452,操,01426397v,have_it_away,have_it_away%2:35:00::,VERB,bn:00083081v,False
7453,操,01426397v,have_it_off,have_it_off%2:35:00::,VERB,bn:00083081v,False
7454,操,01426397v,screw,screw%2:35:04::,VERB,bn:00083081v,False
7455,操,01426397v,fuck,fuck%2:35:00::,VERB,bn:00083081v,False
7456,操,01426397v,jazz,jazz%2:35:00::,VERB,bn:00083081v,False
7457,操,01426397v,eff,eff%2:35:00::,VERB,bn:00083081v,False
7458,操,01426397v,hump,hump%2:35:00::,VERB,bn:00083081v,False
7459,操,01426397v,lie_with,lie_with%2:35:00::,VERB,bn:00083081v,False
7460,操,01426397v,bed,bed%2:35:00::,VERB,bn:00083081v,False
7461,操,01426397v,have_a_go_at_it,have_a_go_at_it%2:35:00::,VERB,bn:00083081v,False
7462,操,01426397v,bang,bang%2:35:04::,VERB,bn:00083081v,False
7463,操,01426397v,get_it_on,get_it_on%2:35:00::,VERB,bn:00083081v,False
7464,操,01426397v,bonk,bonk%2:35:01::,VERB,bn:00083081v,False
7465,棕,04971928n,brown,brown%1:07:00::,NOUN,bn:00013394n,True
7466,棕,04971928n,brownness,brownness%1:07:00::,NOUN,bn:00013394n,False
7467,棕,02342109n,Clethrionomys,clethrionomys%1:05:00::,NOUN,bn:00019741n,False
7468,棕,12584715n,sugar_palm,sugar_palm%1:20:00::,NOUN,bn:00005549n,False
7469,棕,12584715n,gomuti,gomuti%1:20:00::,NOUN,bn:00005549n,False
7470,棕,12584715n,gomuti_palm,gomuti_palm%1:20:00::,NOUN,bn:00005549n,False
7471,棕,12584715n,Arenga_pinnata,arenga_pinnata%1:20:00::,NOUN,bn:00005549n,False
7472,棕,02342109n,genus_Clethrionomys,genus_clethrionomys%1:05:00::,NOUN,bn:00019741n,False
7473,韓國,08954611n,Korea,korea%1:15:00::,NOUN,bn:00024996n,False
7474,韓國,08954611n,Korean_Peninsula,korean_peninsula%1:15:00::,NOUN,bn:00024996n,False
7475,韓國,08954611n,Dae-Han-Min-Gook,dae-han-min-gook%1:15:00::,NOUN,bn:00024996n,False
7476,韓國,08954611n,Han-Gook,han-gook%1:15:00::,NOUN,bn:00024996n,False
7477,韓國,08955626n,South_Korea,south_korea%1:15:00::,NOUN,bn:00067224n,False
7478,韓國,08955626n,Republic_of_Korea,republic_of_korea%1:15:00::,NOUN,bn:00067224n,False
7479,韓國,09719207n,South_Korean,south_korean%1:18:00::,NOUN,bn:00072983n,False
7480,韓國,02967791a,Korean,korean%3:01:00::,ADJ,bn:00105648a,False
7481,韓國,02968166a,South_Korean,south_korean%3:01:00::,ADJ,bn:00110955a,False
7482,泰,06935911n,Tay,tay%1:10:00::,NOUN,bn:00076253n,False
7483,泰,03116651a,Thai,thai%3:01:00::,ADJ,bn:00110603a,False
7484,泰,03116651a,Tai,tai%3:01:00::,ADJ,bn:00110603a,False
7485,泰,03116651a,Siamese,siamese%3:01:00::,ADJ,bn:00110603a,False
7486,無,13740765n,bugger_all,bugger_all%1:23:00::,NOUN,bn:00013708n,False
7487,無,13740765n,fuck_all,fuck_all%1:23:00::,NOUN,bn:00013708n,False
7488,無,13740765n,Fanny_Adams,fanny_adams%1:23:00::,NOUN,bn:00013708n,False
7489,無,13740591n,nihil,nihil%1:23:00::,NOUN,bn:00057707n,False
7490,無,13740168n,nothing,nothing%1:23:00::,NOUN,bn:00007146n,False
7491,無,13740765n,sweet_Fanny_Adams,sweet_fanny_adams%1:23:00::,NOUN,bn:00013708n,False
7492,無,13742358n,zero,zero%1:23:01::,NOUN,bn:00000004n,True
7493,無,13742358n,0,0%1:23:00::,NOUN,bn:00000004n,False
7494,無,13740168n,nil,nil%1:23:00::,NOUN,bn:00007146n,False
7495,無,13740168n,nix,nix%1:23:00::,NOUN,bn:00007146n,False
7496,無,13740168n,nada,nada%1:23:00::,NOUN,bn:00007146n,False
7497,無,13740168n,null,null%1:23:00::,NOUN,bn:00007146n,False
7498,無,13740168n,aught,aught%1:23:00::,NOUN,bn:00007146n,False
7499,無,13742358n,nought,nought%1:23:00::,NOUN,bn:00000004n,False
7500,無,13742358n,cipher,cipher%1:23:01::,NOUN,bn:00000004n,False
7501,無,13742358n,cypher,cypher%1:23:01::,NOUN,bn:00000004n,False
7502,無,13740168n,cipher,cipher%1:23:00::,NOUN,bn:00007146n,False
7503,無,13740168n,cypher,cypher%1:23:00::,NOUN,bn:00007146n,False
7504,無,13740168n,goose_egg,goose_egg%1:23:00::,NOUN,bn:00007146n,False
7505,無,13740168n,naught,naught%1:23:00::,NOUN,bn:00007146n,False
7506,無,13740168n,zero,zero%1:23:02::,NOUN,bn:00007146n,False
7507,無,13740168n,zilch,zilch%1:23:00::,NOUN,bn:00007146n,False
7508,無,13740168n,zip,zip%1:23:00::,NOUN,bn:00007146n,False
7509,無,13740168n,zippo,zippo%1:23:00::,NOUN,bn:00007146n,False
7510,無,02510273a,invertebrate,invertebrate%3:00:00::,ADJ,bn:00105378a,False
7511,無,02510273a,spineless,spineless%3:00:01::,ADJ,bn:00105378a,False
7512,補給,13547925n,refilling,refilling%1:22:00::,NOUN,bn:00066803n,False
7513,補給,13547925n,replenishment,replenishment%1:22:00::,NOUN,bn:00066803n,False
7514,補給,01057200n,provision,provision%1:04:01::,NOUN,bn:00064922n,False
7515,補給,01057200n,supply,supply%1:04:00::,NOUN,bn:00064922n,False
7516,補給,01057200n,supplying,supplying%1:04:00::,NOUN,bn:00064922n,False
7517,補給,13547925n,replacement,replacement%1:22:00::,NOUN,bn:00066803n,False
7518,補給,13547925n,renewal,renewal%1:22:00::,NOUN,bn:00066803n,False
7519,脫節,14417697n,disjunction,disjunction%1:26:00::,NOUN,bn:00027504n,False
7520,脫節,14417697n,disjuncture,disjuncture%1:26:00::,NOUN,bn:00027504n,False
7521,脫節,14417697n,disconnection,disconnection%1:26:00::,NOUN,bn:00027504n,False
7522,脫節,14417697n,disconnectedness,disconnectedness%1:26:00::,NOUN,bn:00027504n,False
7523,農,06935990n,Nung,nung%1:10:02::,NOUN,bn:00058318n,False
7524,東京,08923348n,Tokyo,tokyo%1:15:00::,NOUN,bn:00015558n,False
7525,東京,08923348n,Tokio,tokio%1:15:00::,NOUN,bn:00015558n,False
