,word,closenessA,betweennessA,degreeA,transA,ncompoA,closenessB,betweennessB,degreeB,transB,ncompoB,closenessC,betweennessC,degreeC,transC,ncompoC,nSense,simp_word,N,RT,RTSD,ERR,length,Word,Frequency,C1Frequency,C2Frequency,C3Frequency,C4Frequency,C1FamilySize,C2FamilySize,C3FamilySize,C4FamilySize,C1FamilyFrequency,C2FamilyFrequency,C3FamilyFrequency,C4FamilyFrequency,C1ConditionalProbability,C12ConditionalProbability,C123ConditionalProbability,C1BackwardConditionalProbability,C12BackwardConditionalProbability,C123BackwardConditionalProbability,C1RE,C2RE,PMI,Strokes,C1Strokes,C2Strokes,C3Strokes,C4Strokes
312,兼具,3.468970062788358e-05,0.0,0.0,,1.0,3.469331104610448e-05,0.0,1.0,,4.0,3.469331104610448e-05,0.0,1.0,,4.0,1,兼具,23,1021.7630434782608,428.18134273644966,42.5,2,兼具,2.387,22.1185,198.3704,,,12,49.0,,,17.3091,218.59900000000002,,,0.13855422,,,0.01639845,,,1.9340000000000002,4.8509,7.7435,18,10,8.0,,
313,兼職,3.468970062788358e-05,0.0,0.0,,1.0,3.4690904100623876e-05,0.0,0.3333333333333333,,2.0,3.4692107601200755e-05,0.0,1.3333333333333333,1.0,3.0,3,兼职,42,653.2009523809526,166.38708821870668,0.0,2,兼职,7.4203,22.1185,164.0741,,,12,72.0,,,17.3091,147.5093,,,0.43072289,,,0.14289793,,,1.9340000000000002,3.295,10.0225,21,10,11.0,,
314,再見,3.468970062788358e-05,0.0,0.0,,1.0,3.469060325331624e-05,0.0,0.75,1.0,1.75,3.4691506014454395e-05,0.0,0.75,1.0,2.5,4,再见,41,626.7231707317076,179.90606899767138,0.0,2,再见,112.1942,1282.6321,1158.5086,,,21,124.0,,,284.8036,1017.7984,,,0.46931688,,,0.1685825,,,6.0871,5.4206,7.0836,10,6,4.0,,
315,冠,3.468970062788358e-05,0.0,0.0,,1.0,3.4690001482152544e-05,0.0,0.25,,1.25,3.595119517627716e-05,0.0,0.5,1.0,861.8333333333335,12,冠,38,701.8539473684214,342.7830942687069,5.0,1,冠,8.4211,96.8,,,,29,,,,120.6301,,,,,,,,,,,,,9,9,,,
316,冬季,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,4.225765886093315e-05,0.0,1.0,,5165.0,1,冬季,40,601.8507500000002,125.18954671663046,0.0,2,冬季,37.2721,220.0049,184.7457,,,37,24.0,,,255.5523,135.278,,,0.18577499,,,0.45293217,,,4.8639,4.6701,8.5096,13,5,8.0,,
317,冷戰,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,5,冷战,41,664.2185365853659,179.2126573314643,0.0,2,冷战,5.2928,471.7778,721.5358,,,84,145.0,,,252.4092,850.1631,,,0.03098824,,,0.01126396,,,5.0773,6.5352,3.2875,16,7,9.0,,
318,冷清,3.468970062788358e-05,0.0,0.0,,1.0,3.46909040658325e-05,0.0,0.5,,2.0,3.469933228723644e-05,0.0,1.0,1.0,9.0,2,冷清,37,738.5348648648649,290.89135905983085,5.128205128205128,2,冷清,12.9874,471.7778,578.7605,,,84,118.0,,,252.4092,582.5797,,,0.07603837,,,0.37475936,,,5.0773,2.661,5.16,18,7,11.0,,
319,冷漠,3.468970062788358e-05,0.0,0.0,,1.0,3.469090408670849e-05,0.0,1.0,1.0,2.0,3.469210769166819e-05,0.0,1.5,1.0,3.0,2,冷漠,39,658.7225641025642,312.8889737062274,2.5,2,冷漠,20.8451,471.7778,28.7111,,,84,10.0,,,252.4092,39.4663,,,0.12204331,,,0.58619971,,,5.0773,3.4005,9.5944,21,7,14.0,,
320,冷笑,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,冷笑,38,668.914210526316,248.8205368211281,5.0,2,冷笑,4.0623,471.7778,755.9753,,,84,85.0,,,252.4092,484.9148,,,0.02378369,,,0.01375364,,,5.0773,5.9268,3.7110000000000003,17,7,10.0,,
321,冷酷,3.468970062788358e-05,0.0,0.0,,1.0,3.469090408670849e-05,0.0,1.0,1.0,2.0,3.469090408670849e-05,0.0,1.0,1.0,2.0,2,冷酷,40,689.3265000000001,215.6950130249789,0.0,2,冷酷,6.2194,471.7778,93.4272,,,84,8.0,,,252.4092,38.7917,,,0.03641335,,,0.18247064,,,5.0773,3.7569,7.8407,21,7,14.0,,
322,冷靜,3.468970062788358e-05,0.0,0.0,,1.0,3.469010176690886e-05,0.0,0.3333333333333333,,1.3333333333333333,3.469010176690886e-05,0.0,0.3333333333333333,,1.3333333333333333,3,冷静,41,599.7797560975611,180.3263226831815,0.0,2,冷静,49.0511,471.7778,261.921,,,84,46.0,,,252.4092,301.1638,,,0.28718372,,,0.18379024,,,5.0773,5.9946,7.9148,21,7,14.0,,
323,凌亂,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,凌乱,39,748.2823076923079,300.0776432548356,2.5,2,凌乱,10.6079,103.3827,283.5556,,,14,60.0,,,143.3062,274.5886,,,0.07844105,,,0.14810598,,,6.6723,3.9982,6.7352,17,10,7.0,,
324,凌晨,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,4.225754400986655e-05,1.2427346926912433e-05,2.0,0.0,5165.0,1,凌晨,39,653.9741025641027,207.16246483221147,2.5,2,凌晨,75.5745,103.3827,162.237,,,14,18.0,,,143.3062,192.0163,,,0.55884449,,,0.41226899999999994,,,6.6723,6.0123,9.9163,21,10,11.0,,
325,凡,3.468970062788358e-05,0.0,0.0,,1.0,3.4691505899627776e-05,0.0,1.5,1.0,2.5,4.036581780167552e-05,4.0343144490654186e-05,3.5,0.6,3874.25,4,凡,40,778.3812499999998,319.5985421181369,4.761904761904762,1,凡,35.3892,81.9259,,,,22,,,,58.6583,,,,,,,,,,,,,3,3,,,
326,出去,3.468970062788358e-05,0.0,0.0,,1.0,3.469120494097745e-05,0.0,1.25,1.0,2.25,3.658512439060318e-05,0.0,4.75,1.0,1295.0,4,出去,41,745.7424390243903,329.0718863468928,0.0,2,出去,279.3625,2396.4988,3666.1432,,,273,63.0,,,2472.0163,1579.0511,,,0.15792054,,,0.2012797,,,4.4964,5.2824,4.6978,10,5,5.0,,
327,出席,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,出席,42,689.9223809523809,228.87267601952644,0.0,2,出席,12.4981,2396.4988,50.1333,,,273,35.0,,,2472.0163,54.4477,,,0.00706506,,,0.28379061,,,4.4964,2.7274,5.1203,15,5,10.0,,
328,出版,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,1,出版,41,667.2285365853659,306.9985555386293,0.0,2,出版,10.0741,2396.4988,821.6148,,,273,51.0,,,2472.0163,154.9148,,,0.00569479,,,0.10140278,,,4.4964,3.6215,3.3017,13,5,8.0,,
329,出現,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,出现,40,647.09325,258.25312882049826,0.0,2,出现,185.9896,2396.4988,2251.4667,,,273,71.0,,,2472.0163,3291.2454,,,0.10513789,,,0.14325682,,,4.4964,6.0028,2.9929,13,5,8.0,,
330,出生,3.468970062788358e-05,0.0,0.0,,1.0,3.4693311087859345e-05,0.0,2.0,1.0,4.0,3.4693311087859345e-05,0.0,2.0,1.0,4.0,1,出生,41,656.7797560975611,126.06397844919428,2.380952380952381,2,出生,39.407,2396.4988,3215.2988,,,273,378.0,,,2472.0163,4243.2691,,,0.02227633,,,0.01861644,,,4.4964,5.1353,0.4936,10,5,5.0,,
331,出發,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,出发,40,654.5082500000002,184.658910952856,0.0,2,出发,135.7228,2396.4988,2698.6321,,,273,309.0,,,2472.0163,3206.1749,,,0.07672258,,,0.19014633,,,4.4964,5.4372,2.6547,10,5,5.0,,
332,出租,3.468970062788358e-05,0.0,0.0,,1.0,3.469210750378142e-05,0.0,1.0,,3.0,3.4695718423049145e-05,6.017502869897556e-10,2.0,0.0,6.0,1,出租,40,644.4780000000001,140.04854889351594,0.0,2,出租,8.295,2396.4988,71.3432,,,273,20.0,,,2472.0163,58.169,,,0.00468909,,,0.55068898,,,4.4964,1.4997,5.5167,15,5,10.0,,
333,出身,3.468970062788358e-05,0.0,0.0,,1.0,3.469010176690886e-05,0.0,0.3333333333333333,,1.3333333333333333,3.469010176690886e-05,0.0,0.3333333333333333,,1.3333333333333333,3,出身,39,722.3264102564102,276.2456968227565,2.5,2,出身,5.0185,2396.4988,1181.5309,,,273,169.0,,,2472.0163,1499.4366,,,0.00283692,,,0.01062227,,,4.4964,4.7202,-1.0338,12,5,7.0,,
334,出門,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,出门,38,692.1778947368422,391.99679247969215,2.564102564102564,2,出门,131.9422,2396.4988,671.4716,,,273,195.0,,,2472.0163,723.9585,,,0.07458546,,,0.23509754,,,4.4964,4.5335,4.7935,8,5,3.0,,
335,出馬,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,出马,38,710.268947368421,246.34935283476082,5.0,2,出马,1.364,2396.4988,761.7383,,,273,171.0,,,2472.0163,471.2602,,,0.00077104,,,0.00990792,,,4.4964,4.7321,-1.1105,8,5,3.0,,
336,分享,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,分享,39,675.787435897436,204.4103445049213,2.5,2,分享,1657.9244,2623.8716,1306.0247,,,220,15.0,,,3029.066,1835.53,,,0.68999624,,,0.99757802,,,6.6531,7.2849,6.6725,12,4,8.0,,
337,分別,3.468970062788358e-05,0.0,0.0,,1.0,3.469411382524145e-05,8.023337159863408e-10,1.3333333333333333,0.0,4.666666666666667,3.7213920127212105e-05,8.284897951274957e-06,1.6666666666666667,0.0,1723.666666666667,3,分别,39,701.2433333333336,376.60484303377035,2.5,2,分别,28.7398,2623.8716,1379.6741,,,220,77.0,,,3029.066,1006.0489,,,0.01196095,,,0.07535471,,,6.6531,6.2291,1.6994,11,4,7.0,,
338,分化,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3,分化,41,752.4404878048779,177.85966297830558,2.380952380952381,2,分化,1.8384,2623.8716,422.48400000000004,,,220,261.0,,,3029.066,524.596,,,0.00076511,,,0.00576597,,,6.6531,5.2697,-1.055,8,4,4.0,,
339,分外,3.468970062788358e-05,0.0,0.0,,1.0,3.4693311087859345e-05,0.0,2.0,1.0,4.0,3.469331112961421e-05,0.0,3.0,1.0,4.0,1,分外,34,826.0088235294119,307.29631276830827,15.0,2,分外,1.9792,2623.8716,741.437,,,220,179.0,,,3029.066,904.9741,,,0.00082372,,,0.00630594,,,6.6531,5.3778,-1.9252,9,4,5.0,,
340,分工,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,分工,41,665.0734146341463,162.71477449220382,0.0,2,分工,1.8458,2623.8716,730.3556,,,220,199.0,,,3029.066,1012.0830000000001,,,0.00076819,,,0.0082464,,,6.6531,4.6259,-2.1765,7,4,3.0,,
341,分手,3.468970062788358e-05,0.0,0.0,,1.0,3.46921076707893e-05,0.0,1.0,1.0,3.0,3.4693311401025207e-05,0.0,1.0,1.0,4.0,2,分手,40,644.8860000000002,260.7375438507716,0.0,2,分手,85.1668,2623.8716,1853.4568,,,220,297.0,,,3029.066,2004.4403,,,0.03544478,,,0.1038826,,,6.6531,4.2928,2.3239,8,4,4.0,,
342,分期,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,4,分期,40,696.6980000000002,160.7970474151679,0.0,2,分期,1.0971,2623.8716,682.2765,,,220,116.0,,,3029.066,778.1987,,,0.0004566,,,0.0030209,,,6.6531,5.0379,-2.5361,16,4,12.0,,
343,分析,3.468970062788358e-05,0.0,0.0,,1.0,3.469210756640938e-05,0.0,1.5,1.0,3.0,3.469210756640938e-05,0.0,1.5,1.0,3.0,2,分析,41,629.5463414634148,148.66153526982143,2.380952380952381,2,分析,73.6694,2623.8716,58.2568,,,220,10.0,,,3029.066,81.7865,,,0.03065978,,,0.91341912,,,6.6531,3.8198,6.6853,12,4,8.0,,
344,分發,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,分发,39,857.6643589743592,277.14439728468034,4.878048780487805,2,分发,1.2824,2623.8716,2698.6321,,,220,309.0,,,3029.066,3206.1749,,,0.00053372,,,0.00179667,,,6.6531,5.4372,-4.3859,9,4,5.0,,
345,分鐘,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.847438382232219e-05,6.2136734634562165e-06,1.5,0.0,2583.5,2,分钟,41,595.7407317073171,154.10985034043497,0.0,2,分钟,304.9073,2623.8716,377.3037,,,220,36.0,,,3029.066,448.4581,,,0.12689657,,,0.85240602,,,6.6531,6.0592,6.3064,13,4,9.0,,
346,分隔,3.468970062788358e-05,0.0,0.0,,1.0,3.4690302336421504e-05,0.0,0.5,,1.5,3.4690302336421504e-05,0.0,0.5,,1.5,2,分隔,41,756.338292682927,289.6707848394655,0.0,2,分隔,1.238,2623.8716,79.2247,,,220,23.0,,,3029.066,79.1475,,,0.00051521,,,0.04545455,,,6.6531,1.8952,0.8798,17,4,13.0,,
347,切入,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,6,切入,41,855.739756097561,263.5377810721624,2.380952380952381,2,切入,0.897,555.2889,662.6519,,,58,157.0,,,710.2446,751.1119,,,0.00573704,,,0.00160586,,,5.972,5.6304,-0.7841,6,4,2.0,,
348,切實,3.468970062788358e-05,0.0,0.0,,1.0,3.4690904072792136e-05,0.0,1.0,1.0,2.0,3.721226388045033e-05,0.0,1.0,1.0,1722.666666666667,3,切实,37,853.5381081081084,277.8381817297187,5.128205128205128,2,切实,1.6605,555.2889,1113.1802,,,58,141.0,,,710.2446,1579.2216,,,0.01062064,,,0.001726,,,5.972,6.0199,-0.8586,12,4,8.0,,
349,刑事,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469210756640938e-05,2.4070011479590224e-09,1.5,0.0,3.0,2,刑事,41,866.0760975609755,288.89234367561636,2.380952380952381,2,刑事,11.1268,41.121,2513.6148,,,36,227.0,,,55.5671,2074.2476,,,0.45512432,,,0.01295205,,,2.3917,5.1272,5.2722,14,6,8.0,,
350,列入,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,1,列入,39,675.2376923076922,152.65318665906096,4.878048780487805,2,列入,2.424,138.3704,662.6519,,,49,157.0,,,147.0571,751.1119,,,0.03855223,,,0.00433981,,,3.9361,5.6304,2.9674,8,6,2.0,,
351,初中,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,初中,40,662.50775,178.24584186163025,2.4390243902439024,2,初中,16.7828,467.76300000000003,2432.6963,,,47,245.0,,,332.639,1408.636,,,0.06696838,,,0.04520406,,,5.2754,4.8848,3.6635,11,7,4.0,,
352,初賽,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,4.225631897066715e-05,2.482443441082411e-06,2.0,0.0,5165.0,1,初赛,40,731.687,360.5921405787702,0.0,2,初赛,0.1927,467.76300000000003,256.316,,,47,73.0,,,332.639,296.4047,,,0.00076907,,,0.00085104,,,5.2754,6.1099,-0.4501,21,7,14.0,,
353,判刑,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,判刑,39,810.4887179487181,296.8445593340183,2.5,2,判刑,1.4381,66.1086,41.121,,,34,36.0,,,74.8629,55.5671,,,0.04757234,,,0.04719046,,,2.8856,2.7482,6.9593,13,7,6.0,,
354,判決,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,4,判决,40,733.3847499999998,307.2147254833045,0.0,2,判决,6.8495,66.1086,336.3654,,,34,49.0,,,74.8629,465.315,,,0.22658166,,,0.04856257,,,2.8856,6.0251,6.1973,13,7,6.0,,
355,別,3.468970062788358e-05,0.0,0.0,,1.0,3.4691037804356024e-05,0.0,0.8888888888888888,1.0,2.1111111111111107,3.469170648537809e-05,5.348891439908939e-10,1.0,0.6666666666666666,2.6666666666666665,9,别,41,705.1939024390242,265.48623090358296,2.380952380952381,1,别,928.4211,1379.6741,,,,77,,,,1006.0489,,,,,,,,,,,,,7,7,,,
356,別人,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,1,别人,39,636.0617948717949,162.88511723025738,2.5,2,别人,516.9014,1379.6741,8774.3259,,,77,625.0,,,1006.0489,5702.1349,,,0.83714509,,,0.14398695,,,5.7855,4.5563,5.0863,9,7,2.0,,
357,刨,3.468970062788358e-05,0.0,0.0,,1.0,3.469301037973967e-05,7.521878587371946e-10,2.75,0.6333333333333333,3.75,3.658429503539479e-05,1.504375717474389e-10,2.75,0.9666666666666668,1294.25,4,刨,36,797.2197222222223,231.81218087662654,10.0,1,刨,0.4299,2.2222,,,,3,,,,0.9414,,,,,,,,,,,,,7,7,,,
358,利害,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,利害,39,754.5600000000002,264.6903187937894,4.878048780487805,2,利害,1.4603,668.9926,347.3877,,,107,49.0,,,605.8043,435.6931,,,0.01156035,,,0.00590811,,,4.9678,6.5983,1.4019,17,7,10.0,,
359,利息,3.468970062788358e-05,0.0,0.0,,1.0,3.469090408670849e-05,0.0,1.0,1.0,2.0,3.4702344255995165e-05,0.0,1.0,1.0,11.5,2,利息,40,699.4509999999997,128.8902261974541,2.4390243902439024,2,利息,3.6249,668.9926,446.6963,,,107,64.0,,,605.8043,647.7242,,,0.0286955,,,0.00575362,,,4.9678,7.053999999999999,2.0558,17,7,10.0,,
360,利用,3.468970062788358e-05,0.0,0.0,,1.0,3.46909040658325e-05,0.0,0.5,,2.0,3.46909040658325e-05,0.0,0.5,,2.0,2,利用,39,688.9674358974361,356.3114768652335,2.5,2,利用,51.9496,668.9926,1499.9654,,,107,184.0,,,605.8043,831.7124,,,0.41124347,,,0.08904362,,,4.9678,5.2094,5.5643,12,7,5.0,,
361,利益,3.5521564286308165e-05,0.0,0.6666666666666666,,646.3333333333334,3.469210764295659e-05,8.023337159863408e-10,1.6666666666666667,0.6666666666666666,3.0,3.722069944430488e-05,2.4862717190984728e-05,3.0,0.3666666666666667,1729.333333333333,3,利益,39,693.14,276.6942636880908,2.5,2,利益,24.1512,668.9926,70.4395,,,107,29.0,,,605.8043,82.2461,,,0.19118596,,,0.34011901,,,4.9678,3.6089,7.8323,17,7,10.0,,
362,刮,3.468970062788358e-05,0.0,0.0,,1.0,3.469210758728536e-05,0.0,1.6666666666666667,1.0,3.0,3.4692508823735776e-05,0.0,2.0,1.0,3.333333333333333,6,刮,39,801.0494871794873,315.35508400889387,4.878048780487805,1,刮,34.4033,33.5012,,,,9,,,,5.7302,,,,,,,,,,,,,8,8,,,
363,刮目相看,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,刮目相看,42,737.1104761904762,294.420565169775,0.0,4,刮目相看,1.7569,33.5012,441.8173,978.4642,4002.8444,9,95.0,172.0,66.0,5.7302,614.3958,1270.0741,2645.2113,1.0,1.0,1.0,1.0,1.0,0.9875,,,0.5602,31,8,5.0,9.0,9.0
364,到底,3.468970062788358e-05,0.0,0.0,,1.0,3.4691706434343725e-05,0.0,1.6666666666666667,1.0,2.6666666666666665,3.4693311101775697e-05,0.0,2.0,1.0,4.0,3,到底,40,752.3054999999997,337.82003218183115,0.0,2,到底,287.6427,5288.1432,438.5926,,,83,74.0,,,3933.4618,507.6649,,,0.53179563,,,0.65428456,,,6.3207,6.9939,5.641,16,8,8.0,,
365,到期,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,到期,40,701.3942499999998,281.6936024767798,2.4390243902439024,2,到期,3.3506,5288.1432,682.2765,,,83,116.0,,,3933.4618,778.1987,,,0.00619467,,,0.009226,,,6.3207,5.0379,-1.3215,20,8,12.0,,
366,到處,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,1,到处,38,693.6484210526315,285.6123646495066,2.564102564102564,2,到处,63.6546,5288.1432,470.1136,,,83,113.0,,,3933.4618,515.3299,,,0.11768495,,,0.23432938,,,6.3207,4.4922,3.4734,13,8,5.0,,
367,制伏,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,4.225695836586194e-05,1.2427346926912433e-05,2.0,0.0,5165.0,1,制伏,26,977.4388461538463,284.3730990698932,35.0,2,制伏,0.2001,359.9901,49.6296,,,131,22.0,,,395.9451,59.2439,,,0.00157022,,,0.00402265,,,4.1456,4.2459,1.6969999999999998,14,8,6.0,,
368,制度,3.4714403744470534e-05,5.909187818239399e-07,6.5,0.0,21.5,3.468970062788358e-05,0.0,0.0,,1.0,3.8473686403808096e-05,0.0003116326905214399,6.5,0.0,2583.0,2,制度,39,658.2233333333334,163.64671164839638,2.5,2,制度,15.7302,359.9901,1239.8568,,,131,130.0,,,395.9451,1532.4907,,,0.12340797,,,0.01096358,,,4.1456,6.6168,3.238,17,8,9.0,,
369,制服,3.593384026941661e-05,0.0,0.5,,966.0,3.468970062788358e-05,0.0,0.0,,1.0,4.225695830633581e-05,1.2424939925764475e-05,1.5,0.0,5165.0,2,制服,41,741.7941463414634,234.86777806859357,2.380952380952381,2,制服,10.5337,359.9901,546.3556,,,131,87.0,,,395.9451,719.9926,,,0.0826403,,,0.02101978,,,4.1456,7.2803,3.8721,16,8,8.0,,
370,制止,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,1,制止,39,697.5230769230773,269.7577922698119,4.878048780487805,2,制止,3.7583,359.9901,186.321,,,131,45.0,,,395.9451,234.2698,,,0.02948532,,,0.01887073,,,4.1456,5.7216,3.945,12,8,4.0,,
371,刻意,3.468970062788358e-05,0.0,0.0,,1.0,3.469210750378142e-05,0.0,1.0,,3.0,3.469210750378142e-05,0.0,1.0,,3.0,1,刻意,40,697.45825,205.07661976388687,0.0,2,刻意,13.5804,308.716,1521.0864,,,34,171.0,,,352.2535,2027.7687,,,0.52568149,,,0.01130648,,,2.2427,4.9342,2.9552,21,8,13.0,,
372,剁,3.469090412846045e-05,2.407001147959023e-09,1.0,0.0,2.0,3.469010176690886e-05,0.0,0.3333333333333333,,1.3333333333333333,3.469130526748573e-05,0.0,1.3333333333333333,1.0,2.333333333333333,3,剁,40,756.0892499999997,248.53598582125113,4.761904761904762,1,剁,1.149,7.2988,,,,0,,,,0.0,,,,,,,,,,,,,8,8,,,
373,前任,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,4.225786291825165e-05,2.663850014011989e-07,2.0,0.0,5165.0,1,前任,40,712.2177499999998,218.80026993945188,0.0,2,前任,4.7146,1263.0123,580.0741,,,147,70.0,,,1171.9422,773.3432,,,0.01508575,,,0.02804356,,,4.3206,5.439,0.8527,15,9,6.0,,
374,前往,3.468970062788358e-05,0.0,0.0,,1.0,3.469090408670849e-05,0.0,1.0,1.0,2.0,3.847347116793866e-05,0.0,1.0,1.0,2583.0,2,前往,41,702.8031707317075,256.34792757538526,2.380952380952381,2,前往,16.5752,1263.0123,279.6938,,,147,41.0,,,1171.9422,257.0052,,,0.05303731,,,0.10190502,,,4.3206,5.1742,4.3652,17,9,8.0,,
375,前面,3.6300340567222354e-05,0.0,0.8571428571428571,,1250.7142857142858,3.4692107760300045e-05,0.0,2.0,1.0,3.0,4.22581732517879e-05,9.339511453737547e-05,7.857142857142858,0.773330515638208,5165.0,14,前面,40,634.6855,174.54763848963313,0.0,2,前面,54.9889,1263.0123,1395.4321,,,147,231.0,,,1171.9422,1693.9733,,,0.17595294,,,0.04575369,,,4.3206,5.3571,3.3055,18,9,9.0,,
376,剎那間,3.468970062788358e-05,0.0,0.0,,1.0,3.4698126301179746e-05,0.0,7.0,1.0,8.0,4.225785715704348e-05,0.0,7.0,1.0,5165.0,1,刹那间,36,937.052222222222,406.92954679165695,10.0,3,刹那间,0.6523,17.6889,3633.7679,1277.8815,,8,29.0,88.0,,16.3751,2453.5582,1700.7487,,0.84615385,1.0,,1.0,0.02729529,,,,4.8067,22,8,7.0,7.0,
377,剖析,3.468970062788358e-05,0.0,0.0,,1.0,3.469130525356745e-05,0.0,1.0,1.0,2.333333333333333,3.469130525356745e-05,0.0,1.0,1.0,2.333333333333333,3,剖析,38,791.0542105263156,249.03486760792183,2.564102564102564,2,剖析,1.4752,6.8,58.2568,,,9,10.0,,,8.6879,81.7865,,,0.46171694,,,0.01829044,,,0.9640000000000001,3.8198,9.8053,18,10,8.0,,
378,剛好,3.468970062788358e-05,0.0,0.0,,1.0,3.469933078337664e-05,0.0,3.1666666666666665,1.0,9.0,3.470173966443766e-05,0.0,3.1666666666666665,1.0,11.0,6,刚好,40,780.72975,336.6828621325745,0.0,2,刚好,20.2446,987.3185,7331.8765,,,25,137.0,,,531.9274,2999.4885,,,0.03923118,,,0.0190715,,,8.0887,4.6356,2.1427,12,6,6.0,,
379,剝削,3.468970062788358e-05,0.0,0.0,,1.0,3.469331112961421e-05,0.0,3.0,1.0,4.0,3.469331112961421e-05,0.0,3.0,1.0,4.0,1,剥削,40,794.5147499999998,297.73383852013865,0.0,2,剥削,1.9496,15.5111,12.4099,,,7,11.0,,,9.2439,5.6486,,,0.22288136,,,0.88552189,,,1.6657,0.9671,13.7626,19,10,9.0,,
380,剩餘,3.468970062788358e-05,0.0,0.0,,1.0,3.469210754553339e-05,0.0,2.0,1.0,3.0,3.469210754553339e-05,0.0,2.0,1.0,3.0,1,剩余,39,645.3325641025642,166.27507707533985,2.5,2,剩余,6.1453,100.4296,76.0198,,,6,46.0,,,82.0534,66.4863,,,0.07728163,,,0.15083697,,,3.8796,2.8143,8.677,19,12,7.0,,
