,word,closenessA,betweennessA,degreeA,transA,ncompoA,closenessB,betweennessB,degreeB,transB,ncompoB,closenessC,betweennessC,degreeC,transC,ncompoC,nSense,simp_word,N,RT,RTSD,ERR,length,Word,Frequency,C1Frequency,C2Frequency,C3Frequency,C4Frequency,C1FamilySize,C2FamilySize,C3FamilySize,C4FamilySize,C1FamilyFrequency,C2FamilyFrequency,C3FamilyFrequency,C4FamilyFrequency,C1ConditionalProbability,C12ConditionalProbability,C123ConditionalProbability,C1BackwardConditionalProbability,C12BackwardConditionalProbability,C123BackwardConditionalProbability,C1RE,C2RE,PMI,Strokes,C1Strokes,C2Strokes,C3Strokes,C4Strokes
1815,界線,3.468970062788358e-05,0.0,0.0,,1.0,3.4690001482152544e-05,0.0,0.25,,1.25,3.6582068863018704e-05,0.0,0.5,,1292.25,4,界线,39,729.0687179487179,151.98641322897132,2.5,2,界线,1.2083,590.2272,320.3901,,,84,180.0,,,846.7606,277.3388,,,0.01343776,,,0.00635007,,,4.7208,3.9701,1.0539,17,9,8.0,,
1816,畏懼,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,4.2256818244856375e-05,0.0,1.0,,5165.0,1,畏惧,40,684.7769999999999,242.7815876113281,0.0,2,畏惧,4.7739,14.0593,36.9975,,,13,10.0,,,14.9741,50.5041,,,0.85298013,,,0.12859425,,,1.3829,3.9519,11.7531,20,9,11.0,,
1817,留學,3.468970062788358e-05,0.0,0.0,,1.0,3.469210754553339e-05,0.0,2.0,1.0,3.0,3.469571846480981e-05,1.4442006887754137e-08,3.0,0.3333333333333333,6.0,1,留学,39,652.8284615384617,116.41680082084387,2.5,2,留学,8.8881,331.5605,1166.4395,,,62,248.0,,,289.2142,1430.7191,,,0.04242896,,,0.0142565,,,4.4009,4.8545,2.9982,18,10,8.0,,
1818,留意,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,留意,39,828.1238461538461,424.0890650349125,2.5,2,留意,9.8221,331.5605,1521.0864,,,62,171.0,,,289.2142,2027.7687,,,0.04688772,,,0.00817745,,,4.4009,4.9342,2.694,23,10,13.0,,
1819,畜生,3.468970062788358e-05,0.0,0.0,,1.0,3.46915057952464e-05,1.2035005739795112e-09,1.5,0.0,2.5,3.476325564447172e-05,1.4482123573553456e-07,3.0,0.16666666666666666,62.0,2,畜生,41,683.9480487804877,204.57462440659037,2.380952380952381,2,畜生,6.3973,9.363,3215.2988,,,5,378.0,,,8.0282,4243.2691,,,0.97624434,,,0.0030221999999999996,,,1.0597,5.1353,6.1122,15,10,5.0,,
1820,畢,3.5187370533827505e-05,0.0,0.2,,387.0,3.4695963101109306e-05,8.023337159863408e-11,1.6,0.9523809523809524,6.2,3.92309417934066e-05,8.281688616411412e-07,2.6,0.9166666666666669,3099.6,5,毕,36,687.7941666666666,246.0512835902892,10.0,1,毕,2.1572,90.0049,,,,7,,,,111.6308,,,,,,,,,,,,,6,6,,,
1821,畢業,3.468970062788358e-05,0.0,0.0,,1.0,3.4690302336421504e-05,0.0,0.5,,1.5,3.4690302336421504e-05,0.0,0.5,,1.5,2,毕业,39,615.2502564102563,217.53323053449736,0.0,2,毕业,52.6464,90.0049,474.0938,,,7,148.0,,,111.6308,661.3417,,,0.64028128,,,0.09439379,,,5.0934,5.7393,8.1004,11,6,5.0,,
1822,畢竟,3.468970062788358e-05,0.0,0.0,,1.0,3.469331112961421e-05,0.0,3.0,1.0,4.0,3.469331112961421e-05,0.0,3.0,1.0,4.0,1,毕竟,38,694.4576315789475,309.61953998008886,5.0,2,毕竟,26.9236,90.0049,215.3778,,,7,6.0,,,111.6308,276.5085,,,0.32744320000000005,,,0.34597066,,,5.0934,5.9705,8.2521,17,6,11.0,,
1823,畫家,3.471198856438371e-05,0.0,0.5,,19.5,3.468970062788358e-05,0.0,0.0,,1.0,3.8473270060014915e-05,0.0,0.5,,2583.0,2,画家,40,700.4587499999999,223.22206847048926,0.0,2,画家,5.4707,402.4593,4086.3062,,,82,285.0,,,232.1201,3541.0156,,,0.05716942,,,0.00204347,,,3.8392,5.2673,1.3386,18,8,10.0,,
1824,畫面,3.468970062788358e-05,0.0,0.0,,1.0,3.469090408670849e-05,0.0,1.0,1.0,2.0,3.469090408670849e-05,0.0,1.0,1.0,2.0,2,画面,40,695.3442499999996,264.75225524220497,0.0,2,画面,31.0749,402.4593,1395.4321,,,82,231.0,,,232.1201,1693.9733,,,0.32473468,,,0.02585595,,,3.8392,5.3571,4.9031,17,8,9.0,,
1825,異口同聲,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,异口同声,39,742.2789743589743,274.33817111459234,0.0,4,异口同声,0.6968,118.5778,581.5012,1060.7556,510.1877,60,197.0,136.0,165.0,138.8955,594.0178,1155.8488,522.0608,0.31864407,1.0,1.0,1.0,1.0,0.14461538,,,-5.4165,22,6,3.0,6.0,7.0
1826,異常,3.468970062788358e-05,0.0,0.0,,1.0,3.4694516022367804e-05,2.5674678911562905e-08,1.6666666666666667,0.6,5.0,3.470456047992079e-05,1.0590805051019695e-07,1.6666666666666667,0.6,13.333333333333336,3,异常,36,678.5733333333334,236.8134807456221,7.6923076923076925,2,异常,18.7027,118.5778,665.842,,,60,71.0,,,138.8955,841.023,,,0.22102497,,,0.02430214,,,3.9997,6.6069,5.9271,17,6,11.0,,
1827,當,3.468970062788358e-05,0.0,0.0,,1.0,3.469279583584685e-05,3.741494981691406e-10,2.2142857142857144,0.8571428571428571,3.571428571428572,3.469511787217593e-05,1.1037819549926376e-08,2.7142857142857144,0.7753246753246753,5.5,14,当,39,745.9405128205128,259.7183796563286,2.5,1,当,731.0526,1142.9679,,,,108,,,,870.1260000000001,,,,,,,,,,,,,6,6,,,
1828,當中,3.468970062788358e-05,0.0,0.0,,1.0,3.4691806712141136e-05,0.0,1.75,1.0,2.75,3.6583231942159054e-05,0.0,1.75,1.0,1293.25,4,当中,37,884.0097297297299,239.32577821741043,7.5,2,当中,18.5841,1142.9679,2432.6963,,,108,245.0,,,870.1260000000001,1408.636,,,0.02642313,,,0.05005591,,,4.6625,4.8848,2.4523,10,6,4.0,,
1829,當代,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,当代,42,664.0202380952381,170.30108911454568,0.0,2,当代,6.8273,1142.9679,428.4642,,,108,90.0,,,870.1260000000001,512.6019,,,0.0097071,,,0.02457114,,,4.6625,4.9191,2.5156,11,6,5.0,,
1830,當兵,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.4696922215930386e-05,1.2035005739795113e-08,2.0,0.0,7.0,1,当兵,37,669.9824324324327,214.9502442867157,7.5,2,当兵,3.9807,1142.9679,156.0346,,,108,104.0,,,870.1260000000001,189.192,,,0.00565984,,,0.04976369,,,4.6625,3.8086,3.4049,13,6,7.0,,
1831,當地,3.468970062788358e-05,0.0,0.0,,1.0,3.469411390876086e-05,0.0,1.0,1.0,4.666666666666667,3.469411390876086e-05,0.0,1.0,1.0,4.666666666666667,3,当地,40,777.3802499999997,234.89768709482976,0.0,2,当地,22.0608,1142.9679,2165.5259,,,108,295.0,,,870.1260000000001,2236.5975,,,0.03136627,,,0.06213981,,,4.6625,4.0124,2.0653,12,6,6.0,,
1832,當時,3.4715006163371715e-05,0.0,0.5,,22.0,3.469692388673374e-05,0.0,6.0,1.0,7.0,3.849125240276947e-05,1.0697782879817881e-08,7.0,0.9487179487179488,2597.5,2,当时,41,637.1226829268294,173.25493017551204,0.0,2,当时,106.7902,1142.9679,3481.5852,,,108,178.0,,,870.1260000000001,4250.6449,,,0.1518355,,,0.07575009,,,4.6625,5.2402,3.4028,13,6,7.0,,
1833,當然,3.469090408670849e-05,1.2035005739795112e-09,1.0,0.0,2.0,3.468970062788358e-05,0.0,0.0,,1.0,3.469090408670849e-05,0.0,1.0,1.0,2.0,2,当然,40,605.7090000000001,165.45432214639555,2.4390243902439024,2,当然,264.6924,1142.9679,1939.9062,,,108,139.0,,,870.1260000000001,2779.6961,,,0.3763425,,,0.12176674,,,4.6625,6.1613,5.2756,18,6,12.0,,
1834,當選,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,当选,40,853.5479999999997,361.12580750644236,0.0,2,当选,7.361000000000001,1142.9679,746.9728,,,108,77.0,,,870.1260000000001,917.3165,,,0.01046596,,,0.04373679,,,4.6625,4.4916,1.6981,15,6,9.0,,
1835,疏忽,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,疏忽,39,759.8915384615383,445.54595819144066,0.0,2,疏忽,2.8243,16.8691,77.0321,,,17,14.0,,,19.0586,97.5834,,,0.17405208,,,0.78234086,,,1.8808,1.125,9.0105,19,11,8.0,,
1836,疾病,3.469331112961421e-05,7.221003443877069e-09,3.0,0.0,4.0,3.469451479721056e-05,0.0,4.0,1.0,5.0,3.469933026115579e-05,5.0547024107139474e-08,7.0,0.2857142857142857,9.0,1,疾病,41,596.3182926829268,179.87810301565926,0.0,2,疾病,21.4678,26.7012,287.3926,,,24,146.0,,,34.5738,296.5011,,,0.84284051,,,0.18157878,,,3.1204,4.2555,10.0011,20,10,10.0,,
1837,病人,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,1,病人,40,689.9387499999998,302.24871454998004,0.0,2,病人,41.3343,287.3926,8774.3259,,,146,625.0,,,296.5011,5702.1349,,,0.37757313,,,0.011514,,,3.6375,4.5563,3.575,12,10,2.0,,
1838,病毒,3.4690904100623876e-05,0.0,0.3333333333333333,,2.0,3.4690904072792136e-05,0.0,1.0,1.0,2.0,3.469210754553243e-05,0.0,1.3333333333333333,1.0,3.0,3,病毒,39,644.6489743589742,148.91669746247732,2.5,2,病毒,19.8147,287.3926,153.9605,,,146,73.0,,,296.5011,162.9355,,,0.18099946,,,0.24865116,,,3.6375,3.7285,7.5113,19,10,9.0,,
1839,病症,3.468970062788358e-05,0.0,0.0,,1.0,3.469250879590112e-05,0.0,2.333333333333333,1.0,3.333333333333333,3.4694113894857064e-05,0.0,2.333333333333333,1.0,4.666666666666667,3,病症,38,810.8439473684209,274.85140995502917,5.0,2,病症,2.7279,287.3926,85.2593,,,146,36.0,,,296.5011,90.2298,,,0.02491874,,,0.12002609,,,3.6375,2.8038,6.5587,20,10,10.0,,
1840,痔,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,痔,31,995.1296774193546,375.42949665224666,26.190476190476193,1,痔,0.0519,1.7778,,,,1,,,,2.046,,,,,,,,,,,,,11,11,,,
1841,痛心,3.717805845295929e-05,0.0,1.0,,1931.0,3.4700534012279264e-05,0.0,1.0,,10.0,4.225740958411448e-05,8.614750835099179e-06,2.0,0.0,5165.0,1,痛心,39,719.3838461538461,268.0706741319434,2.5,2,痛心,4.2624,446.3704,3688.8741,,,59,431.0,,,335.1371,4197.7539,,,0.01993759,,,0.0017670000000000001,,,6.8118,4.5667,0.1538,16,12,4.0,,
1842,痛快,3.7177970320983386e-05,0.0,1.0,,1931.0,3.469812605058098e-05,0.0,1.0,,8.0,4.225742079655235e-05,0.0,2.0,1.0,5165.0,1,痛快,41,632.7709756097562,214.0260388808434,2.380952380952381,2,痛快,10.9785,446.3704,2704.5284,,,59,61.0,,,335.1371,1767.3017,,,0.05135229,,,0.027887099999999998,,,6.8118,5.8531,2.7073,19,12,7.0,,
1843,療效,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,4.2257594187440216e-05,0.0,1.0,,5165.0,1,疗效,39,750.8523076923076,208.39851971215842,2.5,2,疗效,2.4759,65.4815,159.3383,,,23,48.0,,,88.7176,228.3914,,,0.24540779,,,0.02299959,,,1.4078,3.7298,5.4283,17,7,10.0,,
1844,癌症,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,1,癌症,39,728.1812820512822,291.2645485698117,0.0,2,癌症,13.9288,28.4938,85.2593,,,23,36.0,,,35.6783,90.2298,,,0.9655703999999999,,,0.61285062,,,2.5901,2.8038,11.8265,27,17,10.0,,
1845,癖,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,癖,38,873.3684210526317,353.8659160520908,5.0,1,癖,2.5649,7.9259,,,,3,,,,6.0712,,,,,,,,,,,,,18,18,,,
1846,癢,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,痒,40,811.9215,352.26479794252344,4.761904761904762,1,痒,22.3573,28.0148,,,,9,,,,14.1957,,,,,,,,,,,,,11,11,,,
1847,登山,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,登山,39,673.9699999999998,256.567990670781,0.0,2,登山,2.8243,263.3926,517.9159999999999,,,44,209.0,,,295.6635,317.4426,,,0.01032828,,,0.01755194,,,6.7257,4.4291,3.4818,15,12,3.0,,
1848,登臺,3.468970062788358e-05,0.0,0.0,,1.0,3.4690904114542166e-05,4.011668579931704e-10,0.6666666666666666,0.0,2.0,3.469250887941665e-05,0.0,2.333333333333333,1.0,3.333333333333333,3,登台,37,769.700810810811,285.5049893451788,7.5,2,登台,3.573,263.3926,412.316,,,44,107.0,,,295.6635,351.9125,,,0.01306623,,,0.02130387,,,6.7257,4.5624,3.719,17,12,5.0,,
1849,登錄,3.468970062788358e-05,0.0,0.0,,1.0,3.469010176690886e-05,0.0,0.3333333333333333,,1.3333333333333333,3.469010176690886e-05,0.0,0.3333333333333333,,1.3333333333333333,3,登录,41,630.8268292682927,151.9771586857548,0.0,2,登录,153.8547,263.3926,339.037,,,44,50.0,,,295.6635,377.02,,,0.56263385,,,0.50061507,,,6.7257,6.6444,8.9827,20,12,8.0,,
1850,發亮,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,4,发亮,38,828.4431578947369,347.95170084292954,2.564102564102564,2,发亮,2.3054,2698.6321,441.8864,,,309,38.0,,,3206.1749,448.4878,,,0.00099694,,,0.00576075,,,5.334,7.2157,-0.8059,14,5,9.0,,
1851,發出,3.4855657465531715e-05,0.0,0.13333333333333333,,129.73333333333332,3.4692990326970554e-05,7.221003443877069e-11,2.466666666666667,0.9791666666666669,3.733333333333333,3.570276102334188e-05,9.360560019840642e-11,2.6,0.9755952380952382,692.9333333333333,15,发出,37,766.1013513513515,256.5678016860489,7.5,2,发出,22.2609,2698.6321,2396.4988,,,309,273.0,,,3206.1749,2472.0163,,,0.00962639,,,0.03641545,,,5.334,5.0147,0.0467,10,5,5.0,,
1852,發展,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,发展,38,648.4763157894737,223.60143875450942,7.317073170731707,2,发展,78.4729,2698.6321,184.6815,,,309,64.0,,,3206.1749,240.8302,,,0.03393438,,,0.62417453,,,5.334,3.8938,5.1955,15,5,10.0,,
1853,發愁,3.7177902663912157e-05,0.0,1.0,,1931.0,3.469812605058098e-05,0.0,1.0,,8.0,4.225713726617985e-05,0.0,2.0,1.0,5165.0,1,发愁,41,646.148536585366,157.63738702415986,0.0,2,发愁,3.0022,2698.6321,39.7432,,,309,14.0,,,3206.1749,16.3454,,,0.00129826,,,0.20475228,,,5.334,1.7869,4.3795,18,5,13.0,,
1854,發掘,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,发掘,39,748.8682051282051,279.21647692928,7.142857142857142,2,发掘,5.2483,2698.6321,13.8074,,,309,6.0,,,3206.1749,15.7376,,,0.00226956,,,0.34808259999999996,,,5.334,2.0621,5.2576,16,5,11.0,,
1855,發揚,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469210754553339e-05,2.4070011479590224e-09,2.0,0.0,3.0,1,发扬,36,800.238611111111,317.53854736666267,10.0,2,发扬,1.9718,2698.6321,50.8444,,,309,40.0,,,3206.1749,55.2557,,,0.00085269,,,0.04772156,,,5.334,2.7656,2.1963,11,5,6.0,,
1856,發現,3.468970062788358e-05,0.0,0.0,,1.0,3.4690502905934136e-05,0.0,0.6666666666666666,,1.6666666666666667,3.721269097366463e-05,0.0,0.6666666666666666,,1722.666666666667,3,发现,40,703.1547499999997,210.21021184528325,4.761904761904762,2,发现,809.1623,2698.6321,2251.4667,,,309,71.0,,,3206.1749,3291.2454,,,0.34990944,,,0.62324997,,,5.334,6.0028,4.7678,13,5,8.0,,
1857,發生,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,1,发生,39,694.9761538461537,285.7962659291198,2.5,2,发生,292.8688,2698.6321,3215.2988,,,309,378.0,,,3206.1749,4243.2691,,,0.12664647,,,0.13835562,,,5.334,5.1353,3.0410000000000004,10,5,5.0,,
1858,發聲,3.468970062788358e-05,0.0,0.0,,1.0,3.4693311240965355e-05,0.0,2.0,1.0,4.0,3.721315509656504e-05,0.0,2.0,1.0,1723.333333333333,3,发声,39,730.1682051282048,284.69615375428464,4.878048780487805,2,发声,8.4211,2698.6321,510.1877,,,309,165.0,,,3206.1749,522.0608,,,0.00364155,,,0.03141419,,,5.334,4.3223,1.0055,12,5,7.0,,
1859,發芽,3.468970062788358e-05,0.0,0.0,,1.0,3.4693311171377776e-05,0.0,2.0,1.0,4.0,3.4695317701712607e-05,0.0,2.0,1.0,5.666666666666668,3,发芽,39,692.0046153846156,203.59017404484646,2.5,2,发芽,2.3425,2698.6321,10.0247,,,309,10.0,,,3206.1749,9.5923,,,0.00101297,,,0.26421405,,,5.334,1.3353,4.8633,12,5,7.0,,
1860,發行,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,1,发行,36,908.3722222222225,401.34873072899836,10.0,2,发行,8.9622,2698.6321,1328.2914,,,309,243.0,,,3206.1749,1250.1112,,,0.00387556,,,0.01173695,,,5.334,5.0312,-0.2055,11,5,6.0,,
1861,發覺,3.468970062788358e-05,0.0,0.0,,1.0,3.4690302336421504e-05,0.0,0.5,,1.5,3.4690302336421504e-05,0.0,0.5,,1.5,2,发觉,36,876.5016666666666,318.6269811326628,10.0,2,发觉,25.6486,2698.6321,1670.558,,,309,29.0,,,3206.1749,2278.4285,,,0.01109134,,,0.01980175,,,5.334,6.6196,0.3324,14,5,9.0,,
1862,白,3.49517026674091e-05,0.0,0.15789473684210525,,204.21052631578945,3.469014399866123e-05,0.0,0.3157894736842105,1.0,1.368421052631579,3.668185114143332e-05,8.54463132491e-07,1.2105263157894737,0.46,1360.421052631579,19,白,39,710.1982051282054,174.5094573650709,0.0,1,白,204.0326,793.2346,,,,192,,,,770.8451,,,,,,,,,,,,,5,5,,,
1863,白天,3.468970062788358e-05,0.0,0.0,,1.0,3.469210754553339e-05,0.0,2.0,1.0,3.0,4.225769212697357e-05,1.183060115223762e-06,4.0,0.8333333333333334,5165.0,1,白天,40,676.96,309.426287522984,0.0,2,白天,49.748000000000005,793.2346,5558.4494,,,192,294.0,,,770.8451,4875.619000000001,,,0.16444902,,,0.01394679,,,4.5867,5.462999999999999,2.2857,9,5,4.0,,
1864,白癡,3.468970062788358e-05,0.0,0.0,,1.0,3.469692227858442e-05,2.407001147959023e-09,2.0,0.0,7.0,3.472824875484361e-05,5.9573278411985804e-08,3.5,0.0,33.0,2,白痴,40,671.3529999999997,233.75118559085027,0.0,2,白痴,40.4967,793.2346,62.2272,,,192,11.0,,,770.8451,58.599,,,0.13386753,,,0.96162647,,,4.5867,3.9747,8.347000000000001,18,5,13.0,,
1865,百,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.4690302336421504e-05,0.0,0.5,,1.5,2,百,41,729.169512195122,319.5531360505732,0.0,1,百,104.4033,375.1753,,,,66,,,,188.3692,,,,,,,,,,,,,6,6,,,
1866,百分比,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,1,百分比,41,685.5246341463414,190.54933576501384,0.0,3,百分比,0.4893,375.1753,2623.8716,1495.7284,,66,220.0,64.0,,188.3692,3029.066,521.7494,,0.07260726,0.20952381,,1.0,1.0,,,,-1.4604,14,6,4.0,4.0,
1867,的確,3.468970062788358e-05,0.0,0.0,,1.0,3.469210754553339e-05,0.0,2.0,1.0,3.0,3.469210754553339e-05,0.0,2.0,1.0,3.0,1,的确,41,613.2360975609755,120.45786460165381,2.380952380952381,2,的确,58.5248,32392.158,291.1753,,,30,23.0,,,1141.4603,421.9941,,,0.33388311,,,0.4101938,,,6.0326,5.2752,5.3883,20,8,12.0,,
1868,皮包,3.593384031736644e-05,0.0,0.5,,966.0,3.468970062788358e-05,0.0,0.0,,1.0,3.8473488977618984e-05,0.0,0.5,,2583.0,2,皮包,36,759.2119444444446,270.86195593031624,12.19512195121951,2,皮包,2.7131,321.7481,667.2148,,,131,107.0,,,302.1868,606.9236,,,0.01537686,,,0.00675414,,,6.6549,7.132000000000001,2.4986,10,5,5.0,,
1869,皮膚,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,1,皮肤,42,648.7697619047619,216.7888432181053,0.0,2,皮肤,122.1349,321.7481,154.4691,,,131,10.0,,,302.1868,179.06599999999997,,,0.69221074,,,0.79926264,,,6.6549,7.2414,9.7777,13,5,8.0,,
1870,盅,3.717803583660431e-05,0.0,1.0,,1931.0,3.468970062788358e-05,0.0,0.0,,1.0,4.225775508806222e-05,0.0,1.0,,5165.0,3,盅,31,966.5383870967745,420.0059214590252,22.5,1,盅,0.2446,1.6296,,,,0,,,,0.0,,,,,,,,,,,,,9,9,,,
1871,盆,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3,盆,38,744.4481578947369,203.54272491072308,5.0,1,盆,11.8829,49.0864,,,,17,,,,19.1401,,,,,,,,,,,,,9,9,,,
1872,盆地,3.717819137096242e-05,0.0,1.0,,1931.0,3.468970062788358e-05,0.0,0.0,,1.0,4.225797015134827e-05,0.0,1.0,,5165.0,1,盆地,37,786.5110810810812,261.0168860840633,7.5,2,盆地,0.4967,49.0864,2165.5259,,,17,295.0,,,19.1401,2236.5975,,,0.08062575,,,0.00139898,,,1.2519,4.0124,2.562,15,9,6.0,,
1873,盛,3.4938765105713075e-05,0.0,0.2,,194.2,3.4694275454923875e-05,1.2668427094521169e-11,3.1,0.9986842105263156,4.8,3.545440161228269e-05,2.4070011479590223e-10,3.7,0.9444444444444444,524.0,10,盛,41,712.210243902439,182.67745143404895,2.380952380952381,1,盛,7.8354,94.8049,,,,46,,,,103.2246,,,,,,,,,,,,,11,11,,,
1874,盛怒,3.7177901704919296e-05,0.0,1.0,,1931.0,3.4700534012279264e-05,0.0,1.0,,10.0,4.225713491221847e-05,0.0,2.0,1.0,5165.0,1,盛怒,31,864.0390322580646,306.9996838039068,22.5,2,盛怒,0.3262,94.8049,83.1309,,,46,32.0,,,103.2246,81.8236,,,0.00559369,,,0.00629201,,,3.3494,4.4748,3.9285,20,11,9.0,,
1875,盜版,3.593388795565834e-05,0.0,0.5,,966.0,3.468970062788358e-05,0.0,0.0,,1.0,3.8473808968486765e-05,0.0,0.5,,2583.0,2,盗版,41,675.5668292682926,184.66416553353082,0.0,2,盗版,3.8399,55.6543,821.6148,,,26,51.0,,,60.681999999999995,154.9148,,,0.18303887,,,0.03865095,,,2.4536,3.6215,7.2445,19,11,8.0,,
1876,盡情,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,尽情,40,754.3090000000002,197.23248647738296,4.761904761904762,2,尽情,23.2394,268.6469,2301.6296,,,66,177.0,,,263.1505,3041.3862,,,0.12468183,,,0.00969823,,,4.6726,5.5127,3.5943,17,6,11.0,,
1877,監測,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,监测,40,720.3272500000003,276.49032451182376,0.0,2,监测,4.003,90.163,285.6395,,,38,40.0,,,124.0697,263.66200000000003,,,0.03857143,,,0.04468719,,,5.1967,4.885,5.5058,19,10,9.0,,
1878,監獄,3.468970062788358e-05,0.0,0.0,,1.0,3.469150587874889e-05,0.0,1.5,1.0,2.5,3.469150587874889e-05,0.0,1.5,1.0,2.5,2,监狱,41,691.6987804878047,319.0099185307186,0.0,2,监狱,40.7561,90.163,73.5556,,,38,15.0,,,124.0697,103.573,,,0.39271429,,,0.4026364,,,5.1967,4.9848,10.1819,19,10,9.0,,
1879,盤子,3.593365089343879e-05,0.0,0.5,,966.0,3.4690302336421504e-05,0.0,0.5,,1.5,3.847349452185602e-05,6.2136734634562165e-06,1.0,0.0,2583.0,2,盘子,36,842.5411111111111,459.8371968535807,10.0,2,盘子,8.4062,210.0198,3283.4173,,,68,699.0,,,137.9911,4268.5619,,,0.25110717,,,0.00212458,,,2.1343,4.7594,2.4024,14,11,3.0,,
1880,目前,3.4740311698859854e-05,0.0,1.0,,43.0,3.470173855710171e-05,0.0,10.0,1.0,11.0,4.225792945102741e-05,1.9965918753539762e-05,11.0,0.8545454545454545,5165.0,1,目前,40,676.2289999999999,323.61342040410045,0.0,2,目前,72.4018,441.8173,1263.0123,,,95,147.0,,,614.3958,1171.9422,,,0.28803562,,,0.08644434,,,6.2471,5.8864,5.2137,14,5,9.0,,
1881,目標,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,目标,40,591.4862499999998,173.2821275896263,0.0,2,目标,107.8651,441.8173,259.6049,,,95,73.0,,,614.3958,367.5019,,,0.42911911,,,0.68929417,,,6.2471,6.0026,7.4688,14,5,9.0,,
1882,目的,3.468970062788358e-05,0.0,0.0,,1.0,3.4690502905934136e-05,0.0,0.6666666666666666,,1.6666666666666667,3.4690502905934136e-05,0.0,0.6666666666666666,,1.6666666666666667,3,目的,39,675.1412820512822,257.3394500120869,0.0,2,目的,37.2498,441.8173,32392.158,,,95,30.0,,,614.3958,1141.4603,,,0.14819075,,,0.03961934,,,6.2471,6.7785,4.2989999999999995,13,5,8.0,,
1883,目的地,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,2,目的地,39,767.8369230769231,360.6435232889724,2.5,3,目的地,11.3788,441.8173,32392.158,2165.5259,,95,30.0,295.0,,614.3958,1141.4603,2236.5975,,0.70477502,1.0,,1.0,0.4752322,,,,1.6019999999999999,19,5,8.0,6.0,
